Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202 000 000 268,00;4;16;-1;C;2;2;0;2;-1;-1;2;;-1;1;9;3;80
202 000 000 269,00;1;87;0;A;3;4;3;1;32;150;1;;-1;1;0;3;110
202 000 000 270,00;1;89;-1;N/A;1;4;0;1;534;700;2;;-1;2;0;1;110
202 000 000 271,00;2;4;0;N/A;2;2;0;3;3;500;3;;-1;1;0;1;80
202 000 000 272,00;3;732;-1;N/A;2;2;0;1;19;800;1;;-1;1;0;1;80
202 000 000 273,00;3;1091;0;N/A;2;2;0;1;42;800;3;;-1;1;0;3;80
202 000 000 274,00;4;N/A;-1;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 000 275,00;4;1;0;V;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 276,00;2;5;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 277,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;8;50
202 000 000 278,00;4;2;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 000 279,00;3;43;-1;N/A;2;2;0;1;0;770;1;;-1;1;0;1;80
202 000 000 280,00;3;98;0;A;1;1;0;1;58;600;1;;-1;1;0;1;70
202 000 000 281,00;3;570;-1;D;2;2;0;1;14;5;1;;-1;1;5;1;80
202 000 000 282,00;3;38;0;D;2;2;0;1;12;300;1;;-1;1;0;1;70
202 000 000 283,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 284,00;3;953;0;N/A;2;2;0;1;10;2;1;;-1;1;9;1;50
202 000 000 285,00;3;101;-1;N/A;2;1;0;1;64;525;1;;-1;1;0;4;50
202 000 000 286,00;3;519;0;N/A;2;2;0;1;6;700;1;;-1;1;0;3;80
202 000 000 287,00;3;149;0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;1;50
202 000 000 288,00;3;16;0;E;2;2;3;1;-1;-1;1;;-1;2;4;6;30
202 000 000 289,00;3;15;0;N/A;2;2;0;1;21;16;1;;-1;1;0;1;80
202 000 000 290,00;4;206;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 291,00;3;974;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 292,00;3;60;-1;N/A;2;2;0;1;4;200;1;;-1;1;9;1;50
202 000 000 293,00;3;764;0;N/A;2;2;0;1;53;900;1;;-1;1;0;3;80
202 000 000 294,00;3;57;0;N/A;2;2;0;1;9;350;2;;-1;9;0;3;50
202 000 000 295,00;3;121;0;N/A;2;2;0;1;7;800;1;;-1;1;0;1;50
202 000 000 296,00;3;935;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;4;50
202 000 000 297,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 298,00;1;507;0;N/A;1;3;0;3;5;0;1;;-1;2;0;1;50
202 000 000 299,00;1;A47;0;N/A;3;4;0;1;24;200;1;;-1;2;0;1;90
202 000 000 300,00;3;RD 444;0;N/A;2;2;0;2;1;628;3;;-1;1;0;3;70
202 000 000 301,00;4;PAYS-BAS (AVENUE DES);0;N/A;3;2;2;1;-1;-1;1;;-1;1;0;5;50
202 000 000 302,00;2;N89;0;N/A;3;4;0;1;48;680;1;;-1;1;0;1;90
202 000 000 303,00;4;Avenue du Bourgailh;0;N/A;2;7;2;1;-1;-1;1;;-1;1;5;1;50
202 000 000 304,00;6;VOIE PARKING;0;N/A;-1;0;0;1;-1;-1;1;;-1;1;0;8;20
202 000 000 305,00;3;113;0;N/A;2;3;0;1;4;750;1;;-1;1;0;1;50
202 000 000 306,00;4;CURIE PIERRE (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 307,00;4;SAINT THIBAULT (RUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 308,00;3;PLANCHAT (PLACE);0;N/A;2;2;3;1;1;0;1;;-1;1;9;6;30
202 000 000 309,00;4;STADE   RUE DU;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 310,00;4;SARTRE   AVENUE JEAN-PAUL;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 311,00;3;368;0;N/A;2;2;0;2;6;800;1;;-1;1;0;1;30
202 000 000 312,00;4;N/A;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 000 313,00;4;VALBARELLE (CHEMIN DE LA);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 314,00;7;N/A;0;N/A;2;1;0;1;0;0;1;;3,5;1;0;1;50
202 000 000 315,00;4;HUGO (QUAI ET PASSERELLE VICTOR);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 316,00;3;RD 6113;0;N/A;2;2;0;1;0;0;2;;-1;1;0;1;80
202 000 000 317,00;4;N/A;0;N/A;1;1;0;2;0;100;3;;-1;1;0;1;70
202 000 000 318,00;4;N/A;0;N/A;2;4;0;4;0;0;1;;-1;1;0;1;50
202 000 000 319,00;4;N/A;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;30
202 000 000 320,00;4;N/A;0;N/A;3;4;0;1;0;0;1;;-1;1;0;1;50
202 000 000 321,00;4;N/A;0;N/A;-1;4;0;2;-1;0;1;;-1;1;0;1;50
202 000 000 322,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 000 323,00;4;N/A;0;N/A;2;3;3;1;0;0;1;;-1;1;-1;6;50
202 000 000 324,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 325,00;4;N/A;0;N/A;-1;3;1;1;0;0;1;;-1;1;-1;5;50
202 000 000 326,00;4;N/A;0;N/A;3;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 327,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 000 328,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 329,00;4;N/A;0;N/A;1;5;0;1;0;0;1;;-1;1;0;1;50
202 000 000 330,00;4;N/A;0;N/A;3;8;0;1;34;0;1;;-1;1;0;1;70
202 000 000 331,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 332,00;4;N/A;0;N/A;1;2;0;1;-1;0;1;;-1;1;0;1;50
202 000 000 333,00;4;N/A;0;N/A;1;2;0;2;-1;0;1;;-1;1;0;1;30
202 000 000 334,00;4;N/A;0;N/A;1;3;1;1;0;0;1;;-1;1;-1;5;50
202 000 000 335,00;4;N/A;0;N/A;2;6;0;1;0;0;1;;-1;1;0;1;50
202 000 000 336,00;4;N/A;0;N/A;1;4;0;1;0;0;1;;-1;1;0;1;50
202 000 000 337,00;4;GEORGES MEDERIC (R);0;N/A;2;3;0;1;0;1;1;;-1;1;0;1;50
202 000 000 338,00;4;METALLURGIE (AVENUE);0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 000 339,00;3;902;0;N/A;-1;-1;0;1;0;1;1;;-1;1;9;8;10
202 000 000 340,00;4;GRANDS PECHERS (RUE DES);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 341,00;3;37;0;N/A;2;2;0;1;1;0;1;;-1;1;0;8;50
202 000 000 342,00;3;WILSON (AV. DU PRESIDENT) 62 A 129;0;N/A;1;1;0;1;0;1;1;;-1;1;5;1;30
202 000 000 343,00;3;115;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 000 344,00;3;44;0;N/A;3;4;0;1;0;1;1;;-1;1;0;1;50
202 000 000 345,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 346,00;3;986;0;N/A;-1;2;0;1;0;0;1;;-1;1;0;1;30
202 000 000 347,00;4;CHARLES DE GAULLE (AV) ;0;N/A;1;4;0;1;0;0;1;;-1;1;0;1;50
202 000 000 348,00;4;PARMENTIER (RUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 000 349,00;3;612;-1;N/A;2;2;0;1;64;876;1;;-1;1;0;1;50
202 000 000 350,00;3;4;0;N/A;2;2;0;1;9;0;1;;-1;1;0;1;80
202 000 000 351,00;3;100;-1;N/A;2;2;0;1;10;830;2;;-1;1;0;1;50
202 000 000 352,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;5;3;50
202 000 000 353,00;3;0;0;F;2;2;0;1;50;6;1;;-1;1;0;8;50
202 000 000 354,00;3;128;-1;N/A;2;2;0;2;7;200;1;;7;1;0;1;80
202 000 000 355,00;3;310 route de la Sizeranne ;0;N/A;2;2;0;2;6;250;1;;-1;1;0;1;50
202 000 000 356,00;3;D46A1;-1;N/A;-1;2;0;2;1;370;2;;-1;1;0;3;50
202 000 000 357,00;3;790;-1;N/A;2;2;0;1;15;500;1;;-1;1;0;3;80
202 000 000 358,00;3;4;0;D;2;2;0;1;37;200;1;;-1;1;0;1;80
202 000 000 359,00;3;1508;-1;N/A;2;3;0;1;45;800;1;;-1;1;5;1;50
202 000 000 360,00;3;5;-1;N/A;2;2;0;1;33;300;1;;-1;1;0;1;80
202 000 000 361,00;4;VC;-1;N/A;2;2;0;2;-1;-1;4;;-1;1;0;1;80
202 000 000 362,00;4;N/A;0;N/A;2;2;0;2;-1;-1;3;;4;1;0;3;-1
202 000 000 363,00;4;4;-1;N/A;2;2;0;2;0;0;1;;-1;1;0;3;80
202 000 000 364,00;3;627;-1;N/A;2;2;1;1;49;246;2;;-1;1;0;3;80
202 000 000 365,00;3;77;0;N/A;2;2;0;1;5;751;1;;-1;1;0;1;80
202 000 000 366,00;3;73;0;A;2;2;0;1;0;500;1;;-1;1;0;1;50
202 000 000 367,00;3;8;-1;D;2;2;0;1;36;200;1;;-1;1;0;1;50
202 000 000 368,00;3;105;0;N/A;2;2;0;2;25;98;2;;-1;1;0;1;80
202 000 000 369,00;3;15;-1;N/A;2;2;0;1;10;200;1;;5,5;1;0;3;80
202 000 000 370,00;4;ROUTE DES ALLARDS;0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 000 371,00;3;4;0;N/A;2;2;0;1;14;100;2;;-1;1;0;1;50
202 000 000 372,00;3;619;-1;N/A;2;2;0;1;70;750;1;;-1;1;0;3;80
202 000 000 373,00;3;20;-1;N/A;2;2;0;2;0;500;1;;-1;1;0;1;50
202 000 000 374,00;1;49;0;N/A;3;2;0;1;31;900;1;;10;1;0;3;130
202 000 000 375,00;1;2;-1;N/A;3;4;0;1;8;705;1;;-1;1;2;1;110
202 000 000 376,00;7;M263;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 377,00;1;62;0;A;1;2;0;1;192;200;3;;-1;1;0;2;50
202 000 000 378,00;1;9;0;N/A;3;3;0;1;161;300;1;;13,5;1;0;1;130
202 000 000 379,00;4;N/A;-1;N/A;3;2;0;1;-1;-1;1;;4;1;0;1;30
202 000 000 380,00;3;91;0;N/A;2;2;0;2;16;950;4;;-1;1;0;1;80
202 000 000 381,00;3;39;0;D;2;2;0;1;-1;-1;2;;-1;1;0;1;80
202 000 000 382,00;3;2;0;N/A;2;2;0;1;33;392;1;;6;1;0;1;50
202 000 000 383,00;3;113;-1;N/A;2;2;0;2;3;400;3;;-1;1;0;8;80
202 000 000 384,00;3;52;-1;N/A;2;2;0;2;-1;-1;1;;-1;1;5;1;80
202 000 000 385,00;3;33;-1;N/A;2;2;0;2;6;0;1;;-1;1;0;3;80
202 000 000 386,00;3;RD1201;0;N/A;2;2;0;1;52;900;1;;-1;1;0;1;50
202 000 000 387,00;3;160;-1;N/A;3;4;0;1;80;700;1;;-1;1;0;1;110
202 000 000 388,00;7;178;-1;A;2;2;0;1;2;100;2;;-1;2;0;1;70
202 000 000 389,00;4;N/A;0;N/A;2;2;0;1;0;0;3;;-1;1;0;1;80
202 000 000 390,00;3;N/A;-1;N/A;-1;2;0;1;-1;-1;3;;-1;1;0;1;50
202 000 000 391,00;3;54;-1;D;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 000 392,00;3;568;0;N/A;1;1;0;2;27;250;3;;-1;1;0;1;90
202 000 000 393,00;7;7;0;N/A;1;3;0;1;1;799;1;;9;1;0;1;70
202 000 000 394,00;1;ROCADE A 630;0;N/A;3;4;0;1;11;409;1;;-1;1;2;1;90
202 000 000 395,00;1;1;0;N/A;3;2;0;1;207;800;1;;10;1;0;1;70
202 000 000 396,00;2;RN 104;0;N/A;1;4;0;1;52;200;1;;-1;1;0;1;110
202 000 000 397,00;1;AUTOROUTE A6A;0;N/A;1;3;0;1;4;199;1;;-1;1;0;2;90
202 000 000 398,00;1;13;0;N/A;3;3;0;1;6;699;1;;10,5;1;0;1;110
202 000 000 399,00;1;A13;0;N/A;3;4;0;1;17;799;1;;-1;1;0;1;110
202 000 000 400,00;1;AUTOROUTE A104;0;N/A;3;7;0;1;2;0;1;;-1;1;0;1;110
202 000 000 401,00;1;115;0;N/A;3;6;0;1;1;200;3;;-1;1;0;1;90
202 000 000 402,00;1;AUTOROUTE A86;0;N/A;3;8;0;1;26;899;1;;-1;1;0;1;90
202 000 000 403,00;1;A86 INT;0;N/A;3;4;0;1;36;500;1;;-1;1;0;1;90
202 000 000 404,00;4;396;0;N/A;2;2;0;3;0;0;3;;-1;1;5;1;50
202 000 000 405,00;1;1;0;N/A;3;4;0;1;0;572;1;;-1;1;5;1;50
202 000 000 406,00;3;RN02;0;N/A;3;4;0;2;121;800;3;;-1;1;2;1;90
202 000 000 407,00;4;CHALLEMEL LACOUR                    (R );0;N/A;3;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 408,00;4;MARTYRS DE LA RESISTANCE (DES)      (AV);0;N/A;2;2;0;2;-1;-1;3;;-1;1;0;1;50
202 000 000 409,00;4;GARIBALDI                           (R );0;N/A;1;4;3;1;0;0;1;;-1;1;0;6;50
202 000 000 410,00;4;VIENNE (DE)                         (RO);0;N/A;2;3;3;1;0;0;1;;-1;1;0;1;50
202 000 000 411,00;4;LYONNAIS (DU)                           ;0;N/A;2;4;0;2;0;0;3;;-1;1;5;1;50
202 000 000 412,00;1;AUTOROUTE A1;0;N/A;1;3;0;1;1;0;1;;-1;1;0;1;90
202 000 000 413,00;4;MARIETTON                           (R );0;N/A;2;2;3;1;0;1;1;;-1;1;0;1;50
202 000 000 414,00;3;48 E;0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 000 415,00;4;JEAN MOULIN                         (QU);0;N/A;1;3;3;1;0;1;1;;-1;1;0;1;50
202 000 000 416,00;2;11 - RT;0;N/A;3;5;0;1;-1;-1;1;;-1;1;5;1;50
202 000 000 417,00;3;503;0;N/A;2;1;0;2;0;950;1;;-1;1;0;1;50
202 000 000 418,00;2;21;0;N/A;2;3;3;1;1;920;1;;-1;1;0;1;50
202 000 000 419,00;4;CONCY(RUE);0;N/A;2;2;0;1;0;100;1;;-1;1;0;1;50
202 000 000 420,00;4;LIEUTENANT COLONEL BIZEUIL (AVENUE DU);0;N/A;2;2;0;1;0;0;1;;-1;1;6;1;50
202 000 000 421,00;2;ARC DE TRIOMPHE (AVENUE DE L');0;N/A;2;0;0;1;0;0;1;;-1;1;5;8;50
202 000 000 422,00;4;ROCH (RUE MADELEINE);0;N/A;2;2;0;2;0;0;3;;-1;1;0;1;50
202 000 000 423,00;4;N/A;0;N/A;1;3;0;1;0;0;1;;-1;1;9;1;50
202 000 000 424,00;3;NC;0;N/A;2;2;0;2;131;750;3;;-1;1;0;1;50
202 000 000 425,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 426,00;3;606;0;N/A;2;4;0;1;37;407;1;;-1;1;8;1;90
202 000 000 427,00;3;INDUSTRIEL. BOULEVARD (CD 18E);0;N/A;3;4;0;1;3;700;1;;-1;1;0;1;90
202 000 000 428,00;3;MARQUISATS (AVENUE DES);0;N/A;2;2;2;1;42;50;1;;-1;1;0;1;50
202 000 000 429,00;3;906;0;N/A;2;3;0;1;70;86;2;;-1;1;0;1;90
202 000 000 430,00;3;AUTOROUTE A 36;0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;110
202 000 000 431,00;4;HOFER (RUE JOSUE);0;N/A;2;2;1;1;-1;-1;1;;-1;1;0;1;50
202 000 000 432,00;3;1ERE ARMEE FRANCAISE (RUE DE LA);0;N/A;2;2;0;1;2;3050;1;;-1;2;0;1;50
202 000 000 433,00;4;GAUGUIN (AVENUE PAUL);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 434,00;4;FRANCE LIBRE (BOULEVARD DE LA);0;N/A;1;1;0;1;0;0;2;;-1;1;0;1;50
202 000 000 435,00;3;258;0;N/A;2;2;0;1;0;125;1;;-1;1;0;1;50
202 000 000 436,00;4;N/A;0;N/A;2;3;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 437,00;4;N/A;0;N/A;2;2;0;2;0;0;2;;-1;1;0;1;50
202 000 000 438,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 439,00;7;402;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;3;70
202 000 000 440,00;7;5;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 441,00;3;939;0;N/A;2;2;0;1;3;182;1;;-1;1;5;8;50
202 000 000 442,00;4;MARQUAGE (CHE DU);0;N/A;3;1;0;1;0;0;1;;-1;1;6;6;50
202 000 000 443,00;4;SOISSONS (DE);0;N/A;2;1;1;1;1;0;1;;-1;1;0;1;50
202 000 000 444,00;4;TAILLES;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 445,00;3;D 952 A;0;N/A;2;2;1;1;0;0;3;;-1;1;0;1;50
202 000 000 446,00;4;JOFFRE (MARECHAL)L;0;N/A;4;2;0;3;0;0;1;;-1;1;9;1;50
202 000 000 447,00;4;BD ANTOINE LAVOISIER;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 448,00;4;N/A;0;N/A;1;1;0;1;-1;-1;3;;-1;1;6;1;50
202 000 000 449,00;4;LUMIERE (AVENUE LOUIS);0;N/A;2;2;0;1;0;0;2;;-1;1;5;1;50
202 000 000 450,00;4;PARMENTIER;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;90
202 000 000 451,00;4;GIRAUDOUX (RUE JEAN);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 000 452,00;4;PHILIPPE (RUE SAINT-);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;1
202 000 000 453,00;2;1;0;N/A;1;2;2;1;3;600;1;;-1;1;0;5;90
202 000 000 454,00;3;17;0;N/A;2;1;0;1;0;300;1;;-1;1;0;1;500
202 000 000 455,00;4;LIBERTE (AVENUE DE LA);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 456,00;4;N/A;0;N/A;2;4;1;1;0;0;1;;-1;1;0;1;50
202 000 000 457,00;4;N/A;0;N/A;1;3;0;1;0;0;1;;-1;1;5;8;50
202 000 000 458,00;4;24 MARS 1961 (RUE DU);0;N/A;2;2;0;1;-1;-1;1;;-1;1;9;8;50
202 000 000 459,00;2;2;0;N/A;1;2;0;1;0;50;1;;-1;1;0;1;50
202 000 000 460,00;7;6;0;N/A;1;2;0;2;0;1;2;;-1;1;3;1;50
202 000 000 461,00;4;BAS DU FORT;0;N/A;2;2;0;1;0;0;2;;-1;2;0;1;50
202 000 000 462,00;2;21;0;N/A;2;3;0;1;1;280;3;;-1;1;0;1;30
202 000 000 463,00;3;25;0;E;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 000 464,00;4;PERRIN (RUE FRANCOIS);0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 000 465,00;4;SABLARD (AVENUE DE);0;N/A;4;3;0;1;-1;-1;1;;-1;1;2;1;50
202 000 000 466,00;4;MONTJOVIS (AVENUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 467,00;4;NC;0;N/A;1;1;0;2;0;0;1;;-1;1;0;1;50
202 000 000 468,00;3;1001;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 469,00;3;648;0;N/A;2;2;1;2;5;805;1;;-1;1;5;1;50
202 000 000 470,00;3;406;0;N/A;2;2;0;1;5;665;1;;-1;1;0;1;50
202 000 000 471,00;4;MARITIME. BOULEVARD;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;80
202 000 000 472,00;4;FRISSARD (QUAI);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 473,00;4;N/A;0;N/A;1;1;0;2;1;0;1;;-1;1;0;1;30
202 000 000 474,00;3;906;0;N/A;1;2;0;1;75;50;2;;-1;1;0;1;50
202 000 000 475,00;4;N/A;0;N/A;2;5;0;1;0;0;1;;-1;1;0;1;50
202 000 000 476,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;2;5;1;50
202 000 000 477,00;4;N/A;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 000 478,00;4;FAUBOURG DE PIERRE (PONT DU);0;N/A;2;3;0;1;0;0;1;;-1;1;2;1;30
202 000 000 479,00;4;MARANSIN (CHAUSSEE);0;N/A;3;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 480,00;4;GLIZE (RUE RAYMOND ET MARCEL);0;N/A;1;1;0;4;0;0;3;;-1;1;0;4;50
202 000 000 481,00;7;CHARTOIRE (BD LOUIS);0;N/A;4;0;0;1;-1;-1;2;;-1;2;0;1;50
202 000 000 482,00;3;937;0;N/A;2;2;0;1;19;940;1;;-1;1;0;1;50
202 000 000 483,00;4;N/A;0;N/A;2;1;0;2;0;0;1;;-1;2;5;1;50
202 000 000 484,00;3;320;0;A;3;2;0;1;0;596;2;;-1;1;0;1;80
202 000 000 485,00;4;RUE DES FUSILLES ;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 486,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 000 487,00;4;PARIS (AVENUE DE);0;N/A;2;3;0;2;0;0;1;;-1;2;0;1;50
202 000 000 488,00;4;CESSART (PONT);0;N/A;-1;2;0;1;0;0;1;;-1;1;8;1;50
202 000 000 489,00;4;CARNOT (BD DU PRESIDENT);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 000 490,00;4;N/A;0;N/A;3;0;1;1;-1;-1;2;;-1;1;0;1;50
202 000 000 491,00;4;N/A;0;N/A;2;0;0;1;-1;-1;1;;-1;1;0;1;30
202 000 000 492,00;4;N/A;0;N/A;1;1;0;2;-1;-1;1;;-1;1;0;1;50
202 000 000 493,00;3;1087;0;N/A;2;7;0;1;2;125;1;;-1;1;0;1;50
202 000 000 494,00;3;1006;0;N/A;1;2;0;1;18;750;1;;-1;1;0;1;50
202 000 000 495,00;3;140;0;N/A;2;4;0;1;-1;-1;1;;-1;1;9;1;50
202 000 000 496,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 000 497,00;4;N/A;0;N/A;-1;1;0;1;0;0;1;;-1;1;5;1;50
202 000 000 498,00;4;ALL DE LOS ANGELES;0;N/A;2;2;0;1;-1;-1;3;;-1;1;0;6;50
202 000 000 499,00;4;PALUE (CH. DE LA);0;N/A;2;2;0;1;-1;-1;2;;-1;1;0;1;50
202 000 000 500,00;3;IRENEE DAVID;0;N/A;1;1;0;1;0;0;1;;-1;8;0;1;50
202 000 000 501,00;4;RUE LOUBIAGUE;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 000 502,00;1;620;0;N/A;3;3;3;1;14;5;1;;-1;1;0;1;90
202 000 000 503,00;4;AV JULES JULIEN;0;N/A;1;0;0;1;0;0;1;;-1;1;0;1;50
202 000 000 504,00;4;Rue de Champagne;0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 000 505,00;3;CANAL(ROND POINT DU);0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 506,00;3;6155;0;N/A;2;2;0;2;3;460;1;;-1;1;0;1;80
202 000 000 507,00;4;FOCH (RUE DU ML);0;N/A;2;2;0;1;1;0;1;;-1;1;6;1;50
202 000 000 508,00;3;700;0;N/A;1;1;0;1;48;0;2;;-1;1;0;1;50
202 000 000 509,00;3;DENFERT ROCHEREAU RUE;0;N/A;2;2;0;1;35;812;1;;-1;1;0;1;30
202 000 000 510,00;4;N/A;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 000 511,00;3;9;0;N/A;2;2;0;1;1;100;1;;-1;1;3;1;50
202 000 000 512,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 513,00;4;1;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 514,00;7;MARECHAL FOCH (AVENUE);0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;30
202 000 000 515,00;3;rue Jean Jaurès;0;N/A;2;2;0;1;3;132;1;;-1;1;0;1;50
202 000 000 516,00;4;N/A;0;N/A;1;4;0;1;25;900;2;;-1;1;0;1;70
202 000 000 517,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;-1;1;0;1;50
202 000 000 518,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 000 519,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 000 520,00;4;N/A;0;N/A;4;5;0;2;0;0;1;;-1;1;0;1;50
202 000 000 521,00;4;N/A;0;N/A;1;2;0;1;0;0;2;;-1;1;0;1;50
202 000 000 522,00;4;N/A;0;N/A;1;2;0;2;0;0;1;;-1;1;0;1;50
202 000 000 523,00;4;N/A;0;N/A;1;4;1;2;0;0;1;;-1;1;-1;5;50
202 000 000 524,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 000 525,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 526,00;4;N/A;0;N/A;2;2;1;1;0;0;1;;-1;1;-1;5;50
202 000 000 527,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 528,00;4;N/A;0;N/A;1;1;1;1;0;0;1;;-1;1;-1;5;30
202 000 000 529,00;4;N/A;0;N/A;1;1;1;2;0;0;1;;-1;1;-1;5;50
202 000 000 530,00;4;GAMBETTA (R);0;N/A;-1;2;0;1;0;1;1;;-1;1;0;4;50
202 000 000 531,00;3;6;0;N/A;2;4;0;1;0;1;1;;-1;1;0;1;50
202 000 000 532,00;3;7;0;N/A;2;0;1;1;-1;-1;1;;-1;1;9;5;50
202 000 000 533,00;4;VERDUN (R DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 534,00;3;901;0;N/A;2;4;0;1;0;1;1;;-1;1;0;1;50
202 000 000 535,00;3;902;-1;N/A;2;2;-1;1;0;1;1;;-1;1;0;1;50
202 000 000 536,00;4;N/A;0;N/A;1;1;-1;1;0;0;1;;-1;-1;0;1;50
202 000 000 537,00;3;MONTREUIL A CLAYE (RUE DE);0;N/A;-1;2;1;1;0;0;1;;-1;1;0;1;50
202 000 000 538,00;3;902;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 000 539,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 000 540,00;3;933;0;N/A;2;4;0;1;1;1;1;;-1;1;0;1;50
