Num_Acc;PriseEnCharge
202 000 018 610,00;2208,25
202 000 018 611,00;2015,96
202 000 018 612,00;1775,27
202 000 018 613,00;2672,42
202 000 018 614,00;2220,01
202 000 018 615,00;2771,22
202 000 018 616,00;1570,57
202 000 018 617,00;2001,37
202 000 018 618,00;2571,31
202 000 018 619,00;2940,04
202 000 018 620,00;1439,72
202 000 018 621,00;1821,01
202 000 018 622,00;1934,2
202 000 018 623,00;2398,6
202 000 018 624,00;3375,14
202 000 018 625,00;1979,39
202 000 018 626,00;1492,21
202 000 018 627,00;2508,41
202 000 018 628,00;3655,46
202 000 018 629,00;3633,33
202 000 018 630,00;1728,65
202 000 018 631,00;1677,77
202 000 018 632,00;1867,04
202 000 018 633,00;1959,3
202 000 018 634,00;4968,88
202 000 018 635,00;1764,63
202 000 018 636,00;2409,62
202 000 018 637,00;2214,66
202 000 018 638,00;2022,07
202 000 018 639,00;2328,94
202 000 018 640,00;2032,76
202 000 018 641,00;2126,22
202 000 018 642,00;2538,59
202 000 018 643,00;2220,47
202 000 018 644,00;3330,77
202 000 018 645,00;2574,58
202 000 018 646,00;2715,39
202 000 018 647,00;2339,28
202 000 018 648,00;2682,21
202 000 018 649,00;3193,85
202 000 018 650,00;2807,5
202 000 018 651,00;2418,57
202 000 018 652,00;3655,79
202 000 018 653,00;2841,61
202 000 018 654,00;2449,93
202 000 018 655,00;2813,31
202 000 018 656,00;3848,13
202 000 018 657,00;2511,63
202 000 018 658,00;1608,54
202 000 018 659,00;2503,94
202 000 018 660,00;2006,83
202 000 018 661,00;1942,74
202 000 018 662,00;2232,8
202 000 018 663,00;1901,46
202 000 018 664,00;3599,92
202 000 018 665,00;1411,79
202 000 018 666,00;2402,67
202 000 018 667,00;1974,7
202 000 018 668,00;2806,04
202 000 018 669,00;2173,13
202 000 018 670,00;1782,13
202 000 018 671,00;2486,94
202 000 018 672,00;3133,48
202 000 018 673,00;2394,01
202 000 018 674,00;1952,8
202 000 018 675,00;2216,08
202 000 018 676,00;2083,93
202 000 018 677,00;2642,07
202 000 018 678,00;2499,37
202 000 018 679,00;1834,98
202 000 018 680,00;2443,87
202 000 018 681,00;1934,11
202 000 018 682,00;1856,99
202 000 018 683,00;1399,8
202 000 018 684,00;1708,84
202 000 018 685,00;2022,67
202 000 018 686,00;1719,7
202 000 018 687,00;3445,66
202 000 018 688,00;2289,69
202 000 018 689,00;2141,59
202 000 018 690,00;2263,85
202 000 018 691,00;2199,89
202 000 018 692,00;2586,34
202 000 018 693,00;2226,21
202 000 018 694,00;2751,77
202 000 018 695,00;2176,82
202 000 018 696,00;1951,07
202 000 018 697,00;2824,4
202 000 018 698,00;2274,41
202 000 018 699,00;2754,9
202 000 018 700,00;2037,42
202 000 018 701,00;2367,63
202 000 018 702,00;3500,12
202 000 018 703,00;2776,14
202 000 018 704,00;2135,71
202 000 018 705,00;2154,9
202 000 018 706,00;2054,18
202 000 018 707,00;1837,38
202 000 018 708,00;2024,05
202 000 018 709,00;3450,48
202 000 018 710,00;3872,35
202 000 018 711,00;2873,82
202 000 018 712,00;2573,19
202 000 018 713,00;2377,36
202 000 018 714,00;2248,23
202 000 018 715,00;3258,53
202 000 018 716,00;2412,32
202 000 018 717,00;2221,56
202 000 018 718,00;3082,22
202 000 018 719,00;1647,79
202 000 018 720,00;1949,69
202 000 018 721,00;2216,72
202 000 018 722,00;2879,92
202 000 018 723,00;2739,19
202 000 018 724,00;2640,34
202 000 018 725,00;2123,79
202 000 018 726,00;2151,18
202 000 018 727,00;2922,02
202 000 018 728,00;2932,44
202 000 018 729,00;1492,7
202 000 018 730,00;2893,5
202 000 018 731,00;2435,72
202 000 018 732,00;3003,72
202 000 018 733,00;1137,91
202 000 018 734,00;1825,7
202 000 018 735,00;1758,54
202 000 018 736,00;2672,38
202 000 018 737,00;2052,96
202 000 018 738,00;2331,6
202 000 018 739,00;2770,06
202 000 018 740,00;2449,71
202 000 018 741,00;2561,08
202 000 018 742,00;2419,29
202 000 018 743,00;2858,73
202 000 018 744,00;2037,62
202 000 018 745,00;2085,28
202 000 018 746,00;2315,57
202 000 018 747,00;2568,79
202 000 018 748,00;2056,5
202 000 018 749,00;2701,08
202 000 018 750,00;2596,52
202 000 018 751,00;2049,64
202 000 018 752,00;2593,69
202 000 018 753,00;2003,51
202 000 018 754,00;2250,2
202 000 018 755,00;2719,79
202 000 018 756,00;2320,37
202 000 018 757,00;2804,68
202 000 018 758,00;2021,46
202 000 018 759,00;2984,28
202 000 018 760,00;2026,31
202 000 018 761,00;2634,7
202 000 018 762,00;2026,63
202 000 018 763,00;3630,29
202 000 018 764,00;2266,12
202 000 018 765,00;2109,97
202 000 018 766,00;2419,78
202 000 018 767,00;2534,13
202 000 018 768,00;2599,3
202 000 018 769,00;1925
202 000 018 770,00;1866,1
202 000 018 771,00;1430,45
202 000 018 772,00;2785,53
202 000 018 773,00;2885,53
202 000 018 774,00;2276,55
202 000 018 775,00;1936,99
202 000 018 776,00;1881,29
202 000 018 777,00;3479,01
202 000 018 778,00;2739,21
202 000 018 779,00;2039,56
202 000 018 780,00;3055,3
202 000 018 781,00;1676,15
202 000 018 782,00;2082,74
202 000 018 783,00;1652,91
202 000 018 784,00;2082,46
202 000 018 785,00;1377,67
202 000 018 786,00;2209,54
202 000 018 787,00;1542,94
202 000 018 788,00;2976,78
202 000 018 789,00;2860,43
202 000 018 790,00;2803,63
202 000 018 791,00;1957,48
202 000 018 792,00;2009,56
202 000 018 793,00;1694,78
202 000 018 794,00;1728,54
202 000 018 795,00;3589,27
202 000 018 796,00;1727,29
202 000 018 797,00;1822,47
202 000 018 798,00;1455,76
202 000 018 799,00;2358,23
202 000 018 800,00;1694,45
202 000 018 801,00;3895,84
202 000 018 802,00;2022,65
202 000 018 803,00;1585,4
202 000 018 804,00;2235,67
202 000 018 805,00;2461,24
202 000 018 806,00;1468,56
202 000 018 807,00;4032,86
202 000 018 808,00;1620,78
202 000 018 809,00;2877
202 000 018 810,00;2673,53
202 000 018 811,00;3072,52
202 000 018 812,00;2353,79
202 000 018 813,00;3057,99
202 000 018 814,00;2686,33
202 000 018 815,00;3222,58
202 000 018 816,00;2386,03
202 000 018 817,00;3443,83
202 000 018 818,00;1886,1
202 000 018 819,00;2700,18
202 000 018 820,00;1644,18
202 000 018 821,00;1240,15
202 000 018 822,00;1385,57
202 000 018 823,00;2093,8
202 000 018 824,00;2239,61
202 000 018 825,00;2414,57
202 000 018 826,00;3417,01
202 000 018 827,00;1624,53
202 000 018 828,00;2326,1
202 000 018 829,00;1316,29
202 000 018 830,00;2136,52
202 000 018 831,00;3030,45
202 000 018 832,00;2206,57
202 000 018 833,00;2941,84
202 000 018 834,00;3335,36
202 000 018 835,00;2562,44
202 000 018 836,00;2652,29
202 000 018 837,00;2664,78
202 000 018 838,00;2205,67
202 000 018 839,00;1818,5
202 000 018 840,00;2201,88
202 000 018 841,00;3118,06
202 000 018 842,00;2857,93
202 000 018 843,00;2565,7
202 000 018 844,00;1820,65
202 000 018 845,00;1815,35
202 000 018 846,00;2184,51
202 000 018 847,00;1751,94
202 000 018 848,00;2204,79
202 000 018 849,00;1858,35
202 000 018 850,00;2111,8
202 000 018 851,00;2786,18
202 000 018 852,00;2459,05
202 000 018 853,00;2593,69
202 000 018 854,00;3188,38
202 000 018 855,00;2126,19
202 000 018 856,00;2025,73
202 000 018 857,00;2378,62
202 000 018 858,00;2505,4
202 000 018 859,00;2809,17
202 000 018 860,00;1834,3
202 000 018 861,00;1178,63
202 000 018 862,00;2463,09
202 000 018 863,00;2490,5
202 000 018 864,00;1683,75
202 000 018 865,00;1437,27
202 000 018 866,00;1323,39
202 000 018 867,00;1851,29
202 000 018 868,00;3228,92
202 000 018 869,00;2547,17
202 000 018 870,00;1563,62
202 000 018 871,00;1693,63
202 000 018 872,00;1839,24
202 000 018 873,00;2196,05
202 000 018 874,00;2083,99
202 000 018 875,00;2091,8
202 000 018 876,00;2645,65
202 000 018 877,00;1356,31
202 000 018 878,00;1747,08
202 000 018 879,00;2819,13
202 000 018 880,00;3017,52
202 000 018 881,00;1983,41
202 000 018 882,00;3378,48
202 000 018 883,00;2262,95
202 000 018 884,00;4155,73
202 000 018 885,00;1934,38
202 000 018 886,00;2003,42
202 000 018 887,00;2020,22
202 000 018 888,00;3490,9
202 000 018 889,00;2494,05
202 000 018 890,00;2566,8
202 000 018 891,00;1813,94
202 000 018 892,00;2966,37
202 000 018 893,00;1736,97
202 000 018 894,00;2734,09
202 000 018 895,00;2391,02
202 000 018 896,00;1719,54
202 000 018 897,00;1467,19
202 000 018 898,00;1938,8
202 000 018 899,00;1938,46
202 000 018 900,00;2262,77
202 000 018 901,00;2299,45
202 000 018 902,00;3328,37
202 000 018 903,00;1865,35
202 000 018 904,00;2116,2
202 000 018 905,00;1816,89
202 000 018 906,00;1906
202 000 018 907,00;1851,7
202 000 018 908,00;2972,16
202 000 018 909,00;3552,18
202 000 018 910,00;1774,53
202 000 018 911,00;2869,95
202 000 018 912,00;2026,22
202 000 018 913,00;4274,35
202 000 018 914,00;2776,48
202 000 018 915,00;3191,23
202 000 018 916,00;2129,09
202 000 018 917,00;1622,63
202 000 018 918,00;3762,35
202 000 018 919,00;2206,83
202 000 018 920,00;2839,02
202 000 018 921,00;3157,61
202 000 018 922,00;2601,46
202 000 018 923,00;1542,57
202 000 018 924,00;1579,51
202 000 018 925,00;2822,06
202 000 018 926,00;1476,51
202 000 018 927,00;1896,87
202 000 018 928,00;2015,13
202 000 018 929,00;2119,36
202 000 018 930,00;2187,1
202 000 018 931,00;2095,27
202 000 018 932,00;2581,92
202 000 018 933,00;2585,18
202 000 018 934,00;2351,06
202 000 018 935,00;2142,14
202 000 018 936,00;2643,56
202 000 018 937,00;2403,28
202 000 018 938,00;3339,73
202 000 018 939,00;2040,89
202 000 018 940,00;1438,23
202 000 018 941,00;2349,22
202 000 018 942,00;3049,8
202 000 018 943,00;2507,43
202 000 018 944,00;2697,3
202 000 018 945,00;2298,6
202 000 018 946,00;2045,26
202 000 018 947,00;1504,42
202 000 018 948,00;3056,93
202 000 018 949,00;2385,07
202 000 018 950,00;2434,94
202 000 018 951,00;2785,48
202 000 018 952,00;2421,54
202 000 018 953,00;2457,84
202 000 018 954,00;2286,76
202 000 018 955,00;2628,95
202 000 018 956,00;2048,28
202 000 018 957,00;2569,81
202 000 018 958,00;1964,61
202 000 018 959,00;1903,28
202 000 018 960,00;1731,89
202 000 018 961,00;2272,17
202 000 018 962,00;2720,51
202 000 018 963,00;2612,11
202 000 018 964,00;2216,55
202 000 018 965,00;3322,59
202 000 018 966,00;2734,43
202 000 018 967,00;2645,08
202 000 018 968,00;2177,81
202 000 018 969,00;1796,45
202 000 018 970,00;2170,08
202 000 018 971,00;1619,17
202 000 018 972,00;1862,33
202 000 018 973,00;3188,99
202 000 018 974,00;2571,99
202 000 018 975,00;3240,74
202 000 018 976,00;2456,3
202 000 018 977,00;2733,93
202 000 018 978,00;1863,1
202 000 018 979,00;2086,83
202 000 018 980,00;1745,07
202 000 018 981,00;2266,23
202 000 018 982,00;1744,93
202 000 018 983,00;1698,92
202 000 018 984,00;2176,96
202 000 018 985,00;1438,99
202 000 018 986,00;1727,18
202 000 018 987,00;2575,5
202 000 018 988,00;2073,79
202 000 018 989,00;1776,96
202 000 018 990,00;1842,02
202 000 018 991,00;1637,05
202 000 018 992,00;1728,06
202 000 018 993,00;1485,61
202 000 018 994,00;2728,36
202 000 018 995,00;1770,18
202 000 018 996,00;1385,94
202 000 018 997,00;1848,76
202 000 018 998,00;2552,12
202 000 018 999,00;2381,33
202 000 019 000,00;2167,78
202 000 019 001,00;1604,08
202 000 019 002,00;1998,56
202 000 019 003,00;2061,22
202 000 019 004,00;3050,66
202 000 019 005,00;1745,91
202 000 019 006,00;3206,84
202 000 019 007,00;3989,05
202 000 019 008,00;1875,93
202 000 019 009,00;2555,18
202 000 019 010,00;2897,82
202 000 019 011,00;3501,48
202 000 019 012,00;1833,11
202 000 019 013,00;2844,09
202 000 019 014,00;1953,52
202 000 019 015,00;2104,98
202 000 019 016,00;3559,1
202 000 019 017,00;3043,48
202 000 019 018,00;2210,11
202 000 019 019,00;1899,49
202 000 019 020,00;1370,82
202 000 019 021,00;1642,38
202 000 019 022,00;2644,56
202 000 019 023,00;2383,81
202 000 019 024,00;2455,56
202 000 019 025,00;2214,22
202 000 019 026,00;2497,91
202 000 019 027,00;2279,63
202 000 019 028,00;2427,87
202 000 019 029,00;3278,08
202 000 019 030,00;3069,58
202 000 019 031,00;2141,18
202 000 019 032,00;2235,17
202 000 019 033,00;2217,56
202 000 019 034,00;1633,3
202 000 019 035,00;2939,6
202 000 019 036,00;2831,04
202 000 019 037,00;2723,97
202 000 019 038,00;2475,43
202 000 019 039,00;2219,51
202 000 019 040,00;2271,42
202 000 019 041,00;2927,65
202 000 019 042,00;3324,81
202 000 019 043,00;2149,83
202 000 019 044,00;2195,64
202 000 019 045,00;2623,29
202 000 019 046,00;1759,55
202 000 019 047,00;2056,67
202 000 019 048,00;1842,93
202 000 019 049,00;2390,79
202 000 019 050,00;2223,88
202 000 019 051,00;2389,81
202 000 019 052,00;1503,94
202 000 019 053,00;2320,07
202 000 019 054,00;2320,54
202 000 019 055,00;3428,33
202 000 019 056,00;1924,8
202 000 019 057,00;2391,14
202 000 019 058,00;2630,25
202 000 019 059,00;1972,22
202 000 019 060,00;1995,33
202 000 019 061,00;2525,2
202 000 019 062,00;2535,2
202 000 019 063,00;2015,37
202 000 019 064,00;2868,91
202 000 019 065,00;2564,17
202 000 019 066,00;2887,54
202 000 019 067,00;2191,79
202 000 019 068,00;1921,66
202 000 019 069,00;1797,92
202 000 019 070,00;2509,36
202 000 019 071,00;1745,75
202 000 019 072,00;2186,4
202 000 019 073,00;2118,75
202 000 019 074,00;2457,86
202 000 019 075,00;1969,62
202 000 019 076,00;2433,71
202 000 019 077,00;2078,97
202 000 019 078,00;3166,82
202 000 019 079,00;2839,64
202 000 019 080,00;2670,14
202 000 019 081,00;2068,61
202 000 019 082,00;2124,63
202 000 019 083,00;1336,39
202 000 019 084,00;2244,91
202 000 019 085,00;2592,98
202 000 019 086,00;3799,35
202 000 019 087,00;2258,92
202 000 019 088,00;1431,69
202 000 019 089,00;2559,38
202 000 019 090,00;1694,85
202 000 019 091,00;1692,74
202 000 019 092,00;2598,16
202 000 019 093,00;2932,14
202 000 019 094,00;2554,42
202 000 019 095,00;2480,38
202 000 019 096,00;2289,63
202 000 019 097,00;2250,27
202 000 019 098,00;2279,55
202 000 019 099,00;2239,16
202 000 019 100,00;1566,99
202 000 019 101,00;2605,75
202 000 019 102,00;2328,87
202 000 019 103,00;2423,93
202 000 019 104,00;2679,31
202 000 019 105,00;2497,08
202 000 019 106,00;4796,49
202 000 019 107,00;1948,45
202 000 019 108,00;2380,58
202 000 019 109,00;2672,32
202 000 019 110,00;2932,96
202 000 019 111,00;3462,68
202 000 019 112,00;3556,58
202 000 019 113,00;2870,05
202 000 019 114,00;3955,57
202 000 019 115,00;2846,36
202 000 019 116,00;2188,12
202 000 019 117,00;2559,51
202 000 019 118,00;2946,32
202 000 019 119,00;2156,3
202 000 019 120,00;2933,07
202 000 019 121,00;2120,17
202 000 019 122,00;1686,01
202 000 019 123,00;2647,27
202 000 019 124,00;3007,86
202 000 019 125,00;2620,68
202 000 019 126,00;2613,85
202 000 019 127,00;2476,66
202 000 019 128,00;3467,08
202 000 019 129,00;2158,62
202 000 019 130,00;2600,4
202 000 019 131,00;1970,91
202 000 019 132,00;2122,01
202 000 019 133,00;2787,16
202 000 019 134,00;1949,02
202 000 019 135,00;2067,76
202 000 019 136,00;2107,92
202 000 019 137,00;2917,51
202 000 019 138,00;2161,8
202 000 019 139,00;2221,96
202 000 019 140,00;2849,92
202 000 019 141,00;2446,78
202 000 019 142,00;2323,97
202 000 019 143,00;1992,75
202 000 019 144,00;2593,29
202 000 019 145,00;2465,42
202 000 019 146,00;2412,14
202 000 019 147,00;1069,35
202 000 019 148,00;1570,04
202 000 019 149,00;2251,96
202 000 019 150,00;2060,8
202 000 019 151,00;2660,37
202 000 019 152,00;2561,86
202 000 019 153,00;2983,33
202 000 019 154,00;2601,32
202 000 019 155,00;2543,79
202 000 019 156,00;3601,34
202 000 019 157,00;2658,75
202 000 019 158,00;2120,29
202 000 019 159,00;3944
202 000 019 160,00;2667,89
202 000 019 161,00;2797,54
202 000 019 162,00;1913,6
202 000 019 163,00;1549,28
202 000 019 164,00;2466,05
202 000 019 165,00;1837,84
202 000 019 166,00;2093,42
202 000 019 167,00;2270,09
202 000 019 168,00;1493,38
202 000 019 169,00;2246,22
202 000 019 170,00;2400,24
202 000 019 171,00;1717,22
202 000 019 172,00;2194,03
202 000 019 173,00;2942,27
202 000 019 174,00;1681,68
202 000 019 175,00;1993,38
202 000 019 176,00;3549,51
202 000 019 177,00;1974,37
202 000 019 178,00;2696,88
202 000 019 179,00;1959,38
202 000 019 180,00;1990,76
202 000 019 181,00;1824,97
202 000 019 182,00;2476,18
202 000 019 183,00;2135,86
202 000 019 184,00;1968,2
202 000 019 185,00;2865,03
202 000 019 186,00;1965,59
202 000 019 187,00;1560,33
202 000 019 188,00;3357,54
202 000 019 189,00;1873,54
202 000 019 190,00;1546,74
202 000 019 191,00;1766,03
202 000 019 192,00;1854,83
202 000 019 193,00;1393,75
202 000 019 194,00;3247,15
202 000 019 195,00;2820,16
202 000 019 196,00;1894,99
202 000 019 197,00;2485,54
202 000 019 198,00;2594,42
202 000 019 199,00;2419,21
202 000 019 200,00;1719,38
202 000 019 201,00;3062,75
202 000 019 202,00;1789,21
202 000 019 203,00;1813,9
202 000 019 204,00;3198,86
202 000 019 205,00;1870,67
202 000 019 206,00;2492,76
202 000 019 207,00;2405,11
202 000 019 208,00;3294,62
202 000 019 209,00;1676,94
202 000 019 210,00;2034,31
202 000 019 211,00;1388,31
202 000 019 212,00;3294,36
202 000 019 213,00;1569,28
202 000 019 214,00;1871,47
202 000 019 215,00;2072,18
202 000 019 216,00;1787,75
202 000 019 217,00;2334,97
202 000 019 218,00;2304,18
202 000 019 219,00;2773,66
202 000 019 220,00;1988,89
202 000 019 221,00;1395,71
202 000 019 222,00;2197,9
202 000 019 223,00;2374,91
202 000 019 224,00;2197,85
202 000 019 225,00;2501,18
202 000 019 226,00;1918,16
202 000 019 227,00;1963,99
202 000 019 228,00;1746,16
202 000 019 229,00;2315,29
202 000 019 230,00;1975,44
202 000 019 231,00;3244,32
202 000 019 232,00;2514,25
202 000 019 233,00;2259,07
202 000 019 234,00;1717,23
202 000 019 235,00;2069,13
202 000 019 236,00;1736,38
202 000 019 237,00;1780,53
202 000 019 238,00;2026,62
202 000 019 239,00;1541,15
202 000 019 240,00;3460,48
202 000 019 241,00;2383,84
202 000 019 242,00;1947,21
202 000 019 243,00;2585,25
202 000 019 244,00;2848,8
202 000 019 245,00;1272,35
202 000 019 246,00;2159,39
202 000 019 247,00;2212,79
202 000 019 248,00;1855,92
202 000 019 249,00;2623,34
202 000 019 250,00;2352,08
202 000 019 251,00;2221,8
202 000 019 252,00;2543,13
202 000 019 253,00;2744,24
202 000 019 254,00;2688,67
202 000 019 255,00;2432,8
202 000 019 256,00;3905,07
202 000 019 257,00;2135,69
202 000 019 258,00;1683,33
202 000 019 259,00;2265,86
202 000 019 260,00;3043,5
202 000 019 261,00;2569,65
202 000 019 262,00;2647,92
202 000 019 263,00;2427,24
202 000 019 264,00;2062,83
202 000 019 265,00;1129,09
202 000 019 266,00;2464,12
202 000 019 267,00;2264,81
202 000 019 268,00;2173,86
202 000 019 269,00;2366,83
202 000 019 270,00;2471,87
202 000 019 271,00;3059,64
202 000 019 272,00;2522,98
202 000 019 273,00;2691,01
202 000 019 274,00;2608,74
202 000 019 275,00;2622,52
202 000 019 276,00;1949,14
202 000 019 277,00;1952,64
202 000 019 278,00;1936,24
202 000 019 279,00;4014,68
202 000 019 280,00;2697,85
202 000 019 281,00;2026,61
202 000 019 282,00;3056,93
202 000 019 283,00;2551,25
202 000 019 284,00;4009,89
202 000 019 285,00;2942,09
202 000 019 286,00;2828,3
202 000 019 287,00;2597,2
202 000 019 288,00;2255,28
202 000 019 289,00;3067,15
202 000 019 290,00;2612,31
202 000 019 291,00;2832,37
202 000 019 292,00;2601,58
202 000 019 293,00;2150,92
202 000 019 294,00;2313,92
202 000 019 295,00;2416,03
202 000 019 296,00;2605,87
202 000 019 297,00;2367,26
202 000 019 298,00;2242,5
202 000 019 299,00;2711,83
202 000 019 300,00;2012,92
202 000 019 301,00;2517,45
202 000 019 302,00;3586,47
202 000 019 303,00;3298,54
202 000 019 304,00;2498,72
202 000 019 305,00;2778,24
202 000 019 306,00;3256,73
202 000 019 307,00;1634,94
202 000 019 308,00;2215,57
202 000 019 309,00;2675,94
202 000 019 310,00;2588,76
202 000 019 311,00;3183,2
202 000 019 312,00;3118,72
202 000 019 313,00;2641,43
202 000 019 314,00;3378,97
202 000 019 315,00;1876,05
202 000 019 316,00;2283,31
202 000 019 317,00;4048,39
202 000 019 318,00;2372,76
202 000 019 319,00;2252,97
202 000 019 320,00;2824,7
202 000 019 321,00;2457,53
202 000 019 322,00;2297,56
202 000 019 323,00;1603,21
202 000 019 324,00;2702,85
202 000 019 325,00;2133,77
202 000 019 326,00;2211,38
202 000 019 327,00;1206,29
202 000 019 328,00;1766,57
202 000 019 329,00;2076,32
202 000 019 330,00;2361,64
202 000 019 331,00;2071,66
202 000 019 332,00;2977,88
202 000 019 333,00;1624,16
202 000 019 334,00;2014,31
202 000 019 335,00;3171,72
202 000 019 336,00;2485,38
202 000 019 337,00;2524,87
202 000 019 338,00;1931,36
202 000 019 339,00;2447,37
202 000 019 340,00;2269,77
202 000 019 341,00;1685,64
202 000 019 342,00;1686,43
202 000 019 343,00;1409,69
202 000 019 344,00;2636,52
202 000 019 345,00;1792,08
202 000 019 346,00;2988,2
202 000 019 347,00;1311,71
202 000 019 348,00;1712,99
202 000 019 349,00;3752,32
202 000 019 350,00;2075,32
202 000 019 351,00;2546,32
202 000 019 352,00;1787,55
202 000 019 353,00;2754,59
202 000 019 354,00;2522,38
202 000 019 355,00;2291,38
202 000 019 356,00;3437,44
202 000 019 357,00;2034,47
202 000 019 358,00;2716,25
202 000 019 359,00;1963,31
202 000 019 360,00;2386,62
202 000 019 361,00;1926,89
202 000 019 362,00;2076,2
202 000 019 363,00;2912,73
202 000 019 364,00;1782,61
202 000 019 365,00;2259,31
202 000 019 366,00;1982,45
202 000 019 367,00;3595,29
202 000 019 368,00;2193,27
202 000 019 369,00;2195,03
202 000 019 370,00;1611,52
202 000 019 371,00;3098,2
202 000 019 372,00;2236,48
202 000 019 373,00;1894,39
202 000 019 374,00;3071,33
202 000 019 375,00;2504,54
202 000 019 376,00;2220,46
202 000 019 377,00;2111,48
202 000 019 378,00;2443,31
202 000 019 379,00;2118,95
202 000 019 380,00;2670,82
202 000 019 381,00;2065,46
202 000 019 382,00;3047,79
202 000 019 383,00;2328,61
202 000 019 384,00;3061,21
202 000 019 385,00;1471,53
202 000 019 386,00;2245,06
202 000 019 387,00;2831,93
202 000 019 388,00;2684,63
202 000 019 389,00;2801,96
202 000 019 390,00;2259,18
202 000 019 391,00;2628,79
202 000 019 392,00;2693,77
202 000 019 393,00;2699,85
202 000 019 394,00;2821,92
202 000 019 395,00;2518,12
202 000 019 396,00;2735,97
202 000 019 397,00;2275,7
202 000 019 398,00;2347,17
202 000 019 399,00;2755,4
202 000 019 400,00;2785,17
202 000 019 401,00;2960,38
202 000 019 402,00;3451,6
202 000 019 403,00;1720,67
202 000 019 404,00;2323,27
202 000 019 405,00;2366,48
202 000 019 406,00;2320,58
202 000 019 407,00;2292,57
202 000 019 408,00;2612,38
202 000 019 409,00;2186,38
202 000 019 410,00;2402,74
202 000 019 411,00;2339,07
202 000 019 412,00;1758,71
202 000 019 413,00;3016,34
202 000 019 414,00;2845,24
202 000 019 415,00;2930,4
202 000 019 416,00;2773,91
202 000 019 417,00;2342,38
202 000 019 418,00;2156,94
202 000 019 419,00;4214,2
202 000 019 420,00;2458,26
202 000 019 421,00;2268,53
202 000 019 422,00;2420,18
202 000 019 423,00;2402,89
202 000 019 424,00;1970,55
202 000 019 425,00;2866,44
202 000 019 426,00;2837,71
202 000 019 427,00;2197,7
202 000 019 428,00;1371,81
202 000 019 429,00;2360,3
202 000 019 430,00;2780,49
202 000 019 431,00;2849,07
202 000 019 432,00;1693,21
202 000 019 433,00;2128,59
202 000 019 434,00;1800,26
202 000 019 435,00;2025,49
202 000 019 436,00;2843,25
202 000 019 437,00;2782,1
202 000 019 438,00;2039,29
202 000 019 439,00;1599,92
202 000 019 440,00;2701,13
202 000 019 441,00;2183,3
202 000 019 442,00;2618,82
202 000 019 443,00;1520,86
202 000 019 444,00;2981,47
202 000 019 445,00;1320,59
202 000 019 446,00;2029,04
202 000 019 447,00;2323,25
202 000 019 448,00;2713,61
202 000 019 449,00;1732,1
202 000 019 450,00;2168,85
202 000 019 451,00;2399,52
202 000 019 452,00;2015,77
202 000 019 453,00;1981,26
202 000 019 454,00;1452,84
202 000 019 455,00;1515,33
202 000 019 456,00;1512,96
202 000 019 457,00;1913,71
202 000 019 458,00;2057,09
202 000 019 459,00;2422,33
202 000 019 460,00;1375,84
202 000 019 461,00;2589,54
202 000 019 462,00;2470,97
202 000 019 463,00;1642,75
202 000 019 464,00;2618,37
202 000 019 465,00;1964,13
202 000 019 466,00;3044,9
202 000 019 467,00;2515,77
202 000 019 468,00;1961,1
202 000 019 469,00;1365,54
202 000 019 470,00;1724,38
202 000 019 471,00;1359,07
202 000 019 472,00;2350,67
202 000 019 473,00;2891,63
202 000 019 474,00;2351,16
202 000 019 475,00;2141,13
202 000 019 476,00;2033,65
202 000 019 477,00;2894,27
202 000 019 478,00;1613,49
202 000 019 479,00;2184,7
202 000 019 480,00;5530,22
202 000 019 481,00;2408,92
202 000 019 482,00;2024,08
202 000 019 483,00;2127,04
202 000 019 484,00;2200,04
202 000 019 485,00;2316,59
202 000 019 486,00;3576,99
202 000 019 487,00;2199,17
202 000 019 488,00;2897,07
202 000 019 489,00;2445,14
202 000 019 490,00;2452,47
202 000 019 491,00;1903,24
202 000 019 492,00;3201,52
202 000 019 493,00;2293,85
202 000 019 494,00;2748,68
202 000 019 495,00;2790,91
202 000 019 496,00;2557,19
202 000 019 497,00;2471,74
202 000 019 498,00;1535,61
202 000 019 499,00;2004,72
202 000 019 500,00;3218,15
202 000 019 501,00;3014,91
202 000 019 502,00;1545,53
202 000 019 503,00;2189,04
202 000 019 504,00;1372,34
202 000 019 505,00;2718,74
202 000 019 506,00;1735,19
202 000 019 507,00;1431,97
202 000 019 508,00;2325,25
202 000 019 509,00;1690,94
202 000 019 510,00;2200,44
202 000 019 511,00;1892,74
202 000 019 512,00;2612,62
202 000 019 513,00;1947,2
202 000 019 514,00;3015,82
202 000 019 515,00;2360,46
202 000 019 516,00;1749,26
202 000 019 517,00;3162,85
202 000 019 518,00;3027,61
202 000 019 519,00;1965,12
202 000 019 520,00;2867,56
202 000 019 521,00;2338,67
202 000 019 522,00;2225,53
202 000 019 523,00;1708,84
202 000 019 524,00;2369,48
202 000 019 525,00;1457,17
202 000 019 526,00;1457,17
202 000 019 527,00;2360,77
202 000 019 528,00;3309,39
202 000 019 529,00;2340,53
202 000 019 530,00;1611,77
202 000 019 531,00;2008,14
202 000 019 532,00;2163,03
202 000 019 533,00;1864,11
202 000 019 534,00;1785,09
202 000 019 535,00;3330,84
202 000 019 536,00;2304,59
202 000 019 537,00;2357,85
202 000 019 538,00;2381,77
202 000 019 539,00;2411,33
202 000 019 540,00;2315,28
202 000 019 541,00;1793,15
